CONSTANT_MODS
HexNAc5Hex6 (N)
HexNAc5Hex6Fuc (N)
HexNAc5Hex6FucNeuAc (N)
HexNAc5Hex6FucNeuAcNeuGc (N)
HexNAc5Hex6FucNeuAcNeuGc2 (N)
HexNAc5Hex6FucNeuAc2 (N)
HexNAc5Hex6FucNeuAc2NeuGc (N)
HexNAc5Hex6FucNeuAc3 (N)
HexNAc5Hex6FucNeuGc (N)
HexNAc5Hex6FucNeuGcNeuGcAc (N)
HexNAc5Hex6FucNeuGcNeuGcAc2 (N)
HexNAc5Hex6FucNeuGc2 (N)
HexNAc5Hex6FucNeuGc2NeuGcAc (N)
HexNAc5Hex6FucNeuGc3 (N)
HexNAc5Hex6Fuc2 (N)
HexNAc5Hex6Fuc2NeuAc (N)
HexNAc5Hex6Fuc2NeuAc2 (N)
HexNAc5Hex6Fuc2NeuAc3 (N)
HexNAc5Hex6Fuc2NeuGc (N)
HexNAc5Hex6Fuc2NeuGcNeuGcAc (N)
HexNAc5Hex6Fuc2NeuGcNeuGcAc2 (N)
HexNAc5Hex6Fuc2NeuGc2 (N)
HexNAc5Hex6Fuc2NeuGc2NeuGcAc (N)
HexNAc5Hex6Fuc2NeuGc3 (N)
HexNAc5Hex6Fuc3 (N)
HexNAc5Hex6Fuc3NeuAc (N)
HexNAc5Hex6Fuc3NeuAc2 (N)
HexNAc5Hex6Fuc3NeuAc3 (N)
HexNAc5Hex6Fuc3NeuGc (N)
HexNAc5Hex6Fuc3NeuGcNeuGcAc (N)
HexNAc5Hex6Fuc3NeuGcNeuGcAc2 (N)
HexNAc5Hex6Fuc3NeuGc2 (N)
HexNAc5Hex6Fuc3NeuGc2NeuGcAc (N)
HexNAc5Hex6Fuc3NeuGc3 (N)
HexNAc5Hex6Fuc4 (N)
HexNAc5Hex6Fuc5 (N)
HexNAc5Hex6Fuc6 (N)
HexNAc5Hex6NeuAc (N)
HexNAc5Hex6NeuAcNeuGc (N)
HexNAc5Hex6NeuAcNeuGc2 (N)
HexNAc5Hex6NeuAc2 (N)
HexNAc5Hex6NeuAc2NeuGc (N)
HexNAc5Hex6NeuAc3 (N)
HexNAc5Hex6NeuAc4 (N)
HexNAc5Hex6NeuGc (N)
HexNAc5Hex6NeuGc2 (N)
HexNAc5Hex6NeuGc3 (N)
HexNAc5Hex7 (N)
HexNAc5Hex7Fuc (N)
HexNAc5Hex7FucNeuAc (N)
HexNAc5Hex7FucNeuAcNeuGc (N)
HexNAc5Hex7FucNeuAc2 (N)
HexNAc5Hex7FucNeuAc3 (N)
HexNAc5Hex7FucNeuAc4 (N)
HexNAc5Hex7FucNeuGc (N)
HexNAc5Hex7FucNeuGc2 (N)
HexNAc5Hex7Fuc2NeuAc (N)
HexNAc5Hex7Fuc2NeuAc2 (N)
HexNAc5Hex7Fuc2NeuAc3 (N)
HexNAc5Hex7Fuc2NeuAc4 (N)
HexNAc5Hex7Fuc3NeuAc (N)
HexNAc5Hex7Fuc3NeuAc2 (N)
HexNAc5Hex7Fuc3NeuAc3 (N)
HexNAc5Hex7Fuc3NeuAc4 (N)
HexNAc5Hex7NeuAc (N)
HexNAc5Hex7NeuAc2 (N)
HexNAc5Hex7NeuAc3 (N)
HexNAc5Hex7NeuAc4 (N)
HexNAc5Hex8 (N)
HexNAc5Hex8Fuc (N)
HexNAc5Hex8Fuc4 (N)
HexNAc5Hex9Fuc (N)
HexNAc6Hex3 (N)
HexNAc6Hex3Fuc (N)
HexNAc6Hex3Fuc (ST)
HexNAc6Hex3FucNeuAc (N)
HexNAc6Hex3FucNeuAcNeuGc (N)
HexNAc6Hex3FucNeuAc2 (N)
HexNAc6Hex3FucNeuGc (N)
HexNAc6Hex3FucNeuGcNeuGcAc (N)
HexNAc6Hex3FucNeuGc2 (N)
HexNAc6Hex3Fuc2 (N)
HexNAc6Hex3Fuc2NeuAc (N)
HexNAc6Hex3Fuc2NeuGc (N)
HexNAc6Hex3Fuc2NeuGcNeuGcAc (N)
HexNAc6Hex3Fuc2NeuGc2 (N)
HexNAc6Hex3Fuc3 (N)
HexNAc6Hex3Fuc3NeuAc (N)
HexNAc6Hex3Fuc3NeuGcNeuGcAc (N)
HexNAc6Hex3NeuAc (N)
HexNAc6Hex4 (N)
HexNAc6Hex4 (ST)
HexNAc6Hex4Fuc (N)
HexNAc6Hex4Fuc (ST)
HexNAc6Hex4FucNeuAc (N)
HexNAc6Hex4FucNeuAc2 (N)
HexNAc6Hex4FucNeuGc (N)
HexNAc6Hex4FucNeuGcNeuGcAc (N)
HexNAc6Hex4FucNeuGc2 (N)
HexNAc6Hex4Fuc2 (N)
HexNAc6Hex4Fuc2 (ST)
HexNAc6Hex4Fuc2NeuGc (N)
HexNAc6Hex4Fuc2NeuGcNeuGcAc (N)
HexNAc6Hex4Fuc2NeuGc2 (N)
HexNAc6Hex4Fuc3NeuGc (N)
HexNAc6Hex4Fuc3NeuGcNeuGcAc (N)
HexNAc6Hex4Fuc3NeuGc2 (N)
HexNAc6Hex4NeuAc (N)
HexNAc6Hex5 (N)
HexNAc6Hex5 (ST)
HexNAc6Hex5Fuc (N)
HexNAc6Hex5Fuc (ST)
HexNAc6Hex5FucNeuAc (N)
HexNAc6Hex5FucNeuAcNeuGc (N)
HexNAc6Hex5FucNeuAcNeuGc2 (N)
HexNAc6Hex5FucNeuAc2 (N)
HexNAc6Hex5FucNeuAc2NeuGc (N)
HexNAc6Hex5FucNeuAc3 (N)
